species,tag,site,dbh_cm,health_status,canopy_status,date,notes,subplot_id,group,plot_id,latitude,longitude,component,a,b,se,source,ref,leaf_mass,genus,sla,leaf_area,fate,plot_side
ACRU,1732,UMBS,11,L,OS,7/4/2018,,B01E,B,B01,45.5567515,-84.7267635,FL,0.0373,1.54,0.569,Michigan,"Crow and Erdman, 1983",1.497799106,Acer,19,28.45818301,live,E
ACRU,1746,UMBS,11.1,L,OS,7/4/2018,1746-1747 share base,B01E,B,B01,45.5568333,-84.726643,FL,0.0373,1.54,0.569,Michigan,"Crow and Erdman, 1983",1.518819692,Acer,19,28.85757414,live,E
QURU,1711,UMBS,11.5,L,OS,7/4/2018,,B01E,B,B01,45.5567031,-84.7267989,FL,0.048,1.455,0.426,Upper Great Lakes,"Perala and Alban, 1994",1.677090872,Quercus,14.2,23.81469038,live,E
ACRU,1723,UMBS,12.3,L,OS,7/4/2018,1722-1725 share base,B01E,B,B01,45.5567443,-84.7267218,FL,0.0373,1.54,0.569,Michigan,"Crow and Erdman, 1983",1.778945747,Acer,19,33.79996919,live,E
ACRU,1718,UMBS,12.7,L,OS,7/4/2018,,B01E,B,B01,45.5567061,-84.7266727,FL,0.0373,1.54,0.569,Michigan,"Crow and Erdman, 1983",1.868816079,Acer,19,35.5075055,live,E
ACRU,1678,UMBS,12.7,L,OS,7/4/2018,1677-1679 share base,B01E,B,B01,45.5566516,-84.7264588,FL,0.0373,1.54,0.569,Michigan,"Crow and Erdman, 1983",1.868816079,Acer,19,35.5075055,live,E
ACRU,1671,UMBS,12.9,L,OS,7/4/2018,1670-1672 share base,B01E,B,B01,45.5567077,-84.7264015,FL,0.0373,1.54,0.569,Michigan,"Crow and Erdman, 1983",1.914330795,Acer,19,36.3722851,live,E
ACRU,1687,UMBS,13,L,OS,7/4/2018,,B01E,B,B01,45.5566259,-84.7265583,FL,0.0373,1.54,0.569,Michigan,"Crow and Erdman, 1983",1.937231822,Acer,19,36.80740462,live,E
FAGR,1674,UMBS,13,L,OS,7/4/2018,1673-1674 share base,B01E,B,B01,45.5566906,-84.7263785,FL,0.0233,1.6303,0.341,New Brunswick,ker 1980a,1.525519517,Fagus,35,53.3931831,live,E
ACRU,1660,UMBS,13.2,L,OS,7/4/2018,1659-1660 share base,B01E,B,B01,45.5568034,-84.7264419,FL,0.0373,1.54,0.569,Michigan,"Crow and Erdman, 1983",1.983319518,Acer,19,37.68307085,live,E
ACRU,1747,UMBS,13.2,L,OS,7/4/2018,"1746-1747 share base, 1747 read as outside plot at 18.01 m",B01E,B,B01,45.5568384,-84.7266393,FL,0.0373,1.54,0.569,Michigan,"Crow and Erdman, 1983",1.983319518,Acer,19,37.68307085,live,E
ACRU,1661,UMBS,13.7,L,OS,7/4/2018,1661-1662 share base,B01E,B,B01,45.5567997,-84.7264478,FL,0.0373,1.54,0.569,Michigan,"Crow and Erdman, 1983",2.100189608,Acer,19,39.90360255,live,E
ACRU,1690,UMBS,14,L,OS,7/4/2018,,B01E,B,B01,45.5566422,-84.7265692,FL,0.0373,1.54,0.569,Michigan,"Crow and Erdman, 1983",2.171430865,Acer,19,41.25718644,live,E
ACRU,1701,UMBS,14.1,L,OS,7/4/2018,1699-1701 share base,B01E,B,B01,45.5565935,-84.7266433,FL,0.0373,1.54,0.569,Michigan,"Crow and Erdman, 1983",2.19536262,Acer,19,41.71188978,live,E
ACRU,1682,UMBS,15,L,OS,7/4/2018,1682-1683 share base,B01E,B,B01,45.5565248,-84.726624,FL,0.0373,1.54,0.569,Michigan,"Crow and Erdman, 1983",2.414845615,Acer,19,45.88206668,live,E
ACRU,1694,UMBS,15.4,L,OS,7/4/2018,1692-1694 share base,B01E,B,B01,45.5566273,-84.7265952,FL,0.0373,1.54,0.569,Michigan,"Crow and Erdman, 1983",2.514726405,Acer,19,47.77980169,live,E
ACRU,1683,UMBS,15.7,L,OS,7/4/2018,1682-1683 share base,B01E,B,B01,45.5565327,-84.7264955,FL,0.0373,1.54,0.569,Michigan,"Crow and Erdman, 1983",2.590563824,Acer,19,49.22071266,live,E
ACRU,1699,UMBS,16.3,L,OS,7/4/2018,1699-1701 share base,B01E,B,B01,45.5565891,-84.7266419,FL,0.0373,1.54,0.569,Michigan,"Crow and Erdman, 1983",2.744591681,Acer,19,52.14724193,live,E
ACRU,1716,UMBS,17,L,OS,7/4/2018,,B01E,B,B01,45.556702,-84.7266896,FL,0.0373,1.54,0.569,Michigan,"Crow and Erdman, 1983",2.928196187,Acer,19,55.63572755,live,E
ACRU,1691,UMBS,17,L,OS,7/4/2018,,B01E,B,B01,45.5566782,-84.7265836,FL,0.0373,1.54,0.569,Michigan,"Crow and Erdman, 1983",2.928196187,Acer,19,55.63572755,live,E
ACRU,1739,UMBS,18,L,OS,7/4/2018,1735-1739 share base,B01E,B,B01,45.5567852,-84.7267036,FL,0.0373,1.54,0.569,Michigan,"Crow and Erdman, 1983",3.197632061,Acer,19,60.75500915,live,E
ACRU,1667,UMBS,18.2,L,OD,7/4/2018,1665-1668 share base,B01E,B,B01,45.5567094,-84.7265034,FL,0.0373,1.54,0.569,Michigan,"Crow and Erdman, 1983",3.252510965,Acer,19,61.79770833,live,E
ACRU,1684,UMBS,18.6,L,OS,7/4/2018,1684-1685 share base,B01E,B,B01,45.5565528,-84.7265624,FL,0.0373,1.54,0.569,Michigan,"Crow and Erdman, 1983",3.363247019,Acer,19,63.90169336,live,E
ACRU,1728,UMBS,18.8,L,OS,7/4/2018,,B01E,B,B01,45.5567592,-84.7267696,FL,0.0373,1.54,0.569,Michigan,"Crow and Erdman, 1983",3.419100919,Acer,19,64.96291745,live,E
ACRU,1658,UMBS,18.8,L,OD,7/4/2018,,B01E,B,B01,45.5568347,-84.7265222,FL,0.0373,1.54,0.569,Michigan,"Crow and Erdman, 1983",3.419100919,Acer,19,64.96291745,live,E
ACRU,1692,UMBS,19.2,L,OS,7/4/2018,1692-1694 share base,B01E,B,B01,45.5566316,-84.7265913,FL,0.0373,1.54,0.569,Michigan,"Crow and Erdman, 1983",3.531772528,Acer,19,67.10367802,live,E
ACRU,1731,UMBS,19.7,L,OS,7/4/2018,1730-1731 share base,B01E,B,B01,45.5567847,-84.72675,FL,0.0373,1.54,0.569,Michigan,"Crow and Erdman, 1983",3.67440328,Acer,19,69.81366232,live,E
FAGR,1673,UMBS,19.8,L,OS,7/4/2018,1673-1674 share base,B01E,B,B01,45.5567051,-84.7263847,FL,0.0233,1.6303,0.341,New Brunswick,ker 1980a,3.0290691,Fagus,35,106.0174185,live,E
ACRU,1666,UMBS,20.2,L,OS,7/4/2018,1665-1668 share base,B01E,B,B01,45.5567102,-84.7265104,FL,0.0373,1.54,0.569,Michigan,"Crow and Erdman, 1983",3.819002483,Acer,19,72.56104718,live,E
ACRU,1693,UMBS,20.3,L,OS,7/4/2018,1692-1694 share base,B01E,B,B01,45.5566297,-84.7265968,FL,0.0373,1.54,0.569,Michigan,"Crow and Erdman, 1983",3.848156537,Acer,19,73.11497421,live,E
ACRU,1737,UMBS,21,L,OS,7/4/2018,1735-1739 share base,B01E,B,B01,45.5567892,-84.726703,FL,0.0373,1.54,0.569,Michigan,"Crow and Erdman, 1983",4.054399557,Acer,19,77.03359157,live,E
QURU,1655,UMBS,21.1,L,OD,7/4/2018,,B01E,B,B01,45.5567987,-84.7265095,FL,0.048,1.455,0.426,Upper Great Lakes,"Perala and Alban, 1994",4.055759647,Quercus,14.2,57.59178698,live,E
POGR,1743,UMBS,21.2,L,OD,7/4/2018,,B01E,B,B01,45.5567041,-84.7266089,FL,0.0027,2.275,0.487,Upper Great Lakes,"Perala and Alban, 1994",2.810462842,Populus,15.89,44.65825456,live,E
ACRU,1738,UMBS,21.3,L,OS,7/4/2018,1735-1739 share base,B01E,B,B01,45.5567895,-84.7267014,FL,0.0373,1.54,0.569,Michigan,"Crow and Erdman, 1983",4.143939642,Acer,19,78.73485319,live,E
ACRU,1726,UMBS,22,L,OS,7/4/2018,1726-1727 share base,B01E,B,B01,45.5567555,-84.7267197,FL,0.0373,1.54,0.569,Michigan,"Crow and Erdman, 1983",4.355517472,Acer,19,82.75483198,live,E
ACRU,1707,UMBS,22.1,L,OD,7/4/2018,1706-1708 share base,B01E,B,B01,45.5566841,-84.7268001,FL,0.0373,1.54,0.569,Michigan,"Crow and Erdman, 1983",4.386043487,Acer,19,83.33482624,live,E
ACRU,1662,UMBS,22.3,L,OS,7/4/2018,1661-1662 share base,B01E,B,B01,45.5567988,-84.7264544,FL,0.0373,1.54,0.569,Michigan,"Crow and Erdman, 1983",4.447319399,Acer,19,84.49906859,live,E
ACRU,1730,UMBS,22.7,L,OS,7/4/2018,1730-1731 share base,B01E,B,B01,45.5568066,-84.7267191,FL,0.0373,1.54,0.569,Michigan,"Crow and Erdman, 1983",4.570762461,Acer,19,86.84448675,live,E
ACRU,1700,UMBS,23.3,L,OS,7/4/2018,1699-1701 share base,B01E,B,B01,45.5565808,-84.7266253,FL,0.0373,1.54,0.569,Michigan,"Crow and Erdman, 1983",4.758137085,Acer,19,90.40460462,live,E
ACRU,1709,UMBS,24.2,L,OD,7/4/2018,1709-1710 share base,B01E,B,B01,45.5567133,-84.7267997,FL,0.0373,1.54,0.569,Michigan,"Crow and Erdman, 1983",5.044109378,Acer,19,95.83807819,live,E
ACRU,1676,UMBS,24.4,L,OS,7/4/2018,,B01E,B,B01,45.5566294,-84.7264177,FL,0.0373,1.54,0.569,Michigan,"Crow and Erdman, 1983",5.108450204,Acer,19,97.06055388,live,E
QURU,1745,UMBS,25,L,OD,7/4/2018,,B01E,B,B01,45.5567751,-84.726636,FL,0.048,1.455,0.426,Upper Great Lakes,"Perala and Alban, 1994",5.190915389,Quercus,14.2,73.71099852,live,E
ACRU,1727,UMBS,25.1,L,OS,7/4/2018,1726-1727 share base,B01E,B,B01,45.5567549,-84.726724,FL,0.0373,1.54,0.569,Michigan,"Crow and Erdman, 1983",5.335883794,Acer,19,101.3817921,live,E
ACRU,1668,UMBS,25.1,L,OD,7/4/2018,1665-1668 share base,B01E,B,B01,45.5567089,-84.7265098,FL,0.0373,1.54,0.569,Michigan,"Crow and Erdman, 1983",5.335883794,Acer,19,101.3817921,live,E
ACRU,1710,UMBS,25.5,L,OD,7/4/2018,1709-1710 share base,B01E,B,B01,45.5566987,-84.726801,FL,0.0373,1.54,0.569,Michigan,"Crow and Erdman, 1983",5.467398253,Acer,19,103.8805668,live,E
ACRU,1672,UMBS,25.8,L,OD,7/4/2018,1670-1672 share base,B01E,B,B01,45.5567061,-84.7263945,FL,0.0373,1.54,0.569,Michigan,"Crow and Erdman, 1983",5.56676873,Acer,19,105.7686059,live,E
POGR,1669,UMBS,26.1,L,OD,7/4/2018,,B01E,B,B01,45.5567091,-84.7265011,FL,0.0027,2.275,0.487,Upper Great Lakes,"Perala and Alban, 1994",4.510460858,Populus,15.89,71.67122304,live,E
ACRU,1685,UMBS,27.2,L,OS,7/4/2018,1684-1685 share base,B01E,B,B01,45.5565555,-84.7265609,FL,0.0373,1.54,0.569,Michigan,"Crow and Erdman, 1983",6.03872071,Acer,19,114.7356935,live,E
ACRU,1665,UMBS,27.4,L,OD,7/4/2018,1665-1668 share base,B01E,B,B01,45.5566962,-84.7264939,FL,0.0373,1.54,0.569,Michigan,"Crow and Erdman, 1983",6.107235943,Acer,19,116.0374829,live,E
POGR,1713,UMBS,27.9,L,OD,7/4/2018,,B01E,B,B01,45.5567089,-84.7267245,FL,0.0027,2.275,0.487,Upper Great Lakes,"Perala and Alban, 1994",5.249444236,Populus,15.89,83.4136689,live,E
POGR,1688,UMBS,28,L,OD,7/4/2018,,B01E,B,B01,45.5566288,-84.7265723,FL,0.0027,2.275,0.487,Upper Great Lakes,"Perala and Alban, 1994",5.292346682,Populus,15.89,84.09538878,live,E
POGR,1740,UMBS,31.8,L,OD,7/4/2018,,B01E,B,B01,45.5567388,-84.7266857,FL,0.0027,2.275,0.487,Upper Great Lakes,"Perala and Alban, 1994",7.069447313,Populus,15.89,112.3335178,live,E
QURU,1689,UMBS,32.5,L,OD,7/4/2018,,B01E,B,B01,45.5566387,-84.7265721,FL,0.048,1.455,0.426,Upper Great Lakes,"Perala and Alban, 1994",7.603814748,Quercus,14.2,107.9741694,live,E
POGR,1719,UMBS,32.8,L,OD,7/4/2018,,B01E,B,B01,45.5567213,-84.7266721,FL,0.0027,2.275,0.487,Upper Great Lakes,"Perala and Alban, 1994",7.585369806,Populus,15.89,120.5315262,live,E
POGR,1698,UMBS,33.8,L,OD,7/4/2018,,B01E,B,B01,45.5565779,-84.7266473,FL,0.0027,2.275,0.487,Upper Great Lakes,"Perala and Alban, 1994",8.121743271,Populus,15.89,129.0545006,live,E
POGR,1712,UMBS,34.3,L,OD,7/4/2018,,B01E,B,B01,45.5567019,-84.7267451,FL,0.0027,2.275,0.487,Upper Great Lakes,"Perala and Alban, 1994",8.397652267,Populus,15.89,133.4386945,live,E
POGR,1697,UMBS,35.8,L,OD,7/4/2018,in new plot 213,B01E,B,B01,45.5564781,-84.7266016,FL,0.0027,2.275,0.487,Upper Great Lakes,"Perala and Alban, 1994",9.256517995,Populus,15.89,147.0860709,live,E
POGR,1675,UMBS,36.4,L,OD,7/4/2018,,B01E,B,B01,45.5566851,-84.7263581,FL,0.0027,2.275,0.487,Upper Great Lakes,"Perala and Alban, 1994",9.613231746,Populus,15.89,152.7542524,live,E
POGR,1695,UMBS,39,L,OD,7/4/2018,,B01E,B,B01,45.5565983,-84.7265969,FL,0.0027,2.275,0.487,Upper Great Lakes,"Perala and Alban, 1994",11.2469754,Populus,15.89,178.7144391,live,E
POGR,1702,UMBS,39,L,OD,7/4/2018,,B01E,B,B01,45.5565901,-84.7266187,FL,0.0027,2.275,0.487,Upper Great Lakes,"Perala and Alban, 1994",11.2469754,Populus,15.89,178.7144391,live,E
POGR,1721,UMBS,39,L,OD,7/4/2018,,B01E,B,B01,45.5567387,-84.7267147,FL,0.0027,2.275,0.487,Upper Great Lakes,"Perala and Alban, 1994",11.2469754,Populus,15.89,178.7144391,live,E
POGR,1715,UMBS,40.2,L,OD,7/4/2018,,B01E,B,B01,45.5567073,-84.7266914,FL,0.0027,2.275,0.487,Upper Great Lakes,"Perala and Alban, 1994",12.04974995,Populus,15.89,191.4705268,live,E
POGR,1664,UMBS,40.4,L,OD,7/4/2018,,B01E,B,B01,45.5567145,-84.7264828,FL,0.0027,2.275,0.487,Upper Great Lakes,"Perala and Alban, 1994",12.1865667,Populus,15.89,193.6445448,live,E
POGR,1696,UMBS,45.8,L,OD,7/4/2018,,B01E,B,B01,45.5565581,-84.7266142,FL,0.0027,2.275,0.487,Upper Great Lakes,"Perala and Alban, 1994",16.21185559,Populus,15.89,257.6063854,live,E
POGR,1704,UMBS,47.4,L,OD,7/4/2018,,B01E,B,B01,45.5566464,-84.7266016,FL,0.0027,2.275,0.487,Upper Great Lakes,"Perala and Alban, 1994",17.52909487,Populus,15.89,278.5373175,live,E
QURU,1681,UMBS,62.2,L,OD,7/4/2018,stem is too wide for calipers--recorded DBH is under true DBH. DBH taken manually as 64.8,B01E,B,B01,45.556571,-84.7264887,FL,0.048,1.455,0.426,Upper Great Lakes,"Perala and Alban, 1994",19.55267795,Quercus,14.2,277.6480269,live,E
ACRU,1633,UMBS,49.1,L,OD,7/3/2018,,B01W,B,B01,45.5566597,-84.7271815,FL,0.0373,1.54,0.569,Michigan,"Crow and Erdman, 1983",14.99596195,Acer,19,284.923277,live,W
POGR,1582,UMBS,41.9,L,OD,7/3/2018,,B01W,B,B01,45.5566293,-84.7270354,FL,0.0027,2.275,0.487,Upper Great Lakes,"Perala and Alban, 1994",13.24038661,Populus,15.89,210.3897432,live,W
POGR,1568,UMBS,41.3,L,OD,7/3/2018,,B01W,B,B01,45.556663,-84.7270579,FL,0.0027,2.275,0.487,Upper Great Lakes,"Perala and Alban, 1994",12.81297951,Populus,15.89,203.5982444,live,W
POGR,1614,UMBS,40.9,L,OD,7/3/2018,,B01W,B,B01,45.5566074,-84.7271237,FL,0.0027,2.275,0.487,Upper Great Lakes,"Perala and Alban, 1994",12.53240121,Populus,15.89,199.1398552,live,W
POGR,1590,UMBS,40.7,L,OD,7/3/2018,,B01W,B,B01,45.5565596,-84.7270061,FL,0.0027,2.275,0.487,Upper Great Lakes,"Perala and Alban, 1994",12.3934165,Populus,15.89,196.9313882,live,W
ACRU,1634,UMBS,40.5,L,OD,7/3/2018,,B01W,B,B01,45.5566663,-84.7271743,FL,0.0373,1.54,0.569,Michigan,"Crow and Erdman, 1983",11.14781024,Acer,19,211.8083946,live,W
POGR,1567,UMBS,40.2,L,OD,7/3/2018,"NE veg plot, 1567 + 1593 share base",B01W,B,B01,45.5566913,-84.7270131,FL,0.0027,2.275,0.487,Upper Great Lakes,"Perala and Alban, 1994",12.04974995,Populus,15.89,191.4705268,live,W
POGR,1620,UMBS,40,L,OD,7/3/2018,in new plot 208,B01W,B,B01,45.5565373,-84.7272344,FL,0.0027,2.275,0.487,Upper Great Lakes,"Perala and Alban, 1994",11.91379833,Populus,15.89,189.3102555,live,W
QURU,1642,UMBS,39.9,L,OD,7/3/2018,in new plot 210,B01W,B,B01,45.5566637,-84.7272873,FL,0.048,1.455,0.426,Upper Great Lakes,"Perala and Alban, 1994",10.24841729,Quercus,14.2,145.5275256,live,W
POGR,1596,UMBS,39.6,L,OD,7/3/2018,,B01W,B,B01,45.5565912,-84.7270519,FL,0.0027,2.275,0.487,Upper Great Lakes,"Perala and Alban, 1994",11.64448571,Populus,15.89,185.0308779,live,W
POGR,1576,UMBS,38.7,L,OD,7/3/2018,,B01W,B,B01,45.5566718,-84.7269184,FL,0.0027,2.275,0.487,Upper Great Lakes,"Perala and Alban, 1994",11.05111783,Populus,15.89,175.6022623,live,W
POGR,1604,UMBS,38.6,L,OD,7/3/2018,1604-1605 share base,B01W,B,B01,45.5565209,-84.7270805,FL,0.0027,2.275,0.487,Upper Great Lakes,"Perala and Alban, 1994",10.98626024,Populus,15.89,174.5716752,live,W
POGR,1585,UMBS,38.6,L,OD,7/3/2018,,B01W,B,B01,45.5565601,-84.7269489,FL,0.0027,2.275,0.487,Upper Great Lakes,"Perala and Alban, 1994",10.98626024,Populus,15.89,174.5716752,live,W
POGR,1605,UMBS,38.3,L,OD,7/3/2018,"1604-1605 share base, 1605 in new plot 208",B01W,B,B01,45.5565248,-84.7271475,FL,0.0027,2.275,0.487,Upper Great Lakes,"Perala and Alban, 1994",10.79297013,Populus,15.89,171.5002953,live,W
POGR,1619,UMBS,37.4,L,OD,7/3/2018,,B01W,B,B01,45.5565198,-84.7272283,FL,0.0027,2.275,0.487,Upper Great Lakes,"Perala and Alban, 1994",10.22460782,Populus,15.89,162.4690183,live,W
POGR,1632,UMBS,36.7,L,OD,7/3/2018,,B01W,B,B01,45.5566454,-84.7271199,FL,0.0027,2.275,0.487,Upper Great Lakes,"Perala and Alban, 1994",9.794427601,Populus,15.89,155.6334546,live,W
POGR,1626,UMBS,36.6,L,OD,7/3/2018,,B01W,B,B01,45.5565238,-84.7272357,FL,0.0027,2.275,0.487,Upper Great Lakes,"Perala and Alban, 1994",9.733818263,Populus,15.89,154.6703722,live,W
POGR,1599,UMBS,36.1,L,OD,7/3/2018,,B01W,B,B01,45.5565728,-84.7270513,FL,0.0027,2.275,0.487,Upper Great Lakes,"Perala and Alban, 1994",9.433929979,Populus,15.89,149.9051474,live,W
POGR,1609,UMBS,35.7,L,OD,7/3/2018,,B01W,B,B01,45.5565514,-84.727137,FL,0.0027,2.275,0.487,Upper Great Lakes,"Perala and Alban, 1994",9.197799871,Populus,15.89,146.15304,live,W
ACRU,1624,UMBS,34.7,L,OS,7/3/2018,1622-1624 share plot,B01W,B,B01,45.5565468,-84.7271986,FL,0.0373,1.54,0.569,Michigan,"Crow and Erdman, 1983",8.786506264,Acer,19,166.943619,live,W
POGR,1616,UMBS,34.7,L,OD,7/3/2018,,B01W,B,B01,45.5565083,-84.7271475,FL,0.0027,2.275,0.487,Upper Great Lakes,"Perala and Alban, 1994",8.622105237,Populus,15.89,137.0052522,live,W
POGR,1589,UMBS,33.2,L,OD,7/3/2018,,B01W,B,B01,45.5565361,-84.7270494,FL,0.0027,2.275,0.487,Upper Great Lakes,"Perala and Alban, 1994",7.797455494,Populus,15.89,123.9015678,live,W
POGR,1580,UMBS,31.1,L,OD,7/3/2018,,B01W,B,B01,45.5566272,-84.7269496,FL,0.0027,2.275,0.487,Upper Great Lakes,"Perala and Alban, 1994",6.720377192,Populus,15.89,106.7867936,live,W
POGR,1615,UMBS,30.7,L,OD,7/3/2018,,B01W,B,B01,45.5565388,-84.7271339,FL,0.0027,2.275,0.487,Upper Great Lakes,"Perala and Alban, 1994",6.525346356,Populus,15.89,103.6877536,live,W
ACRU,1601,UMBS,30.3,L,OD,7/3/2018,1600-1601 share base,B01W,B,B01,45.5565115,-84.727072,FL,0.0373,1.54,0.569,Michigan,"Crow and Erdman, 1983",7.130672323,Acer,19,135.4827741,live,W
POGR,1586,UMBS,30.2,L,OD,7/3/2018,read as outside plot at 18.79,B01W,B,B01,45.5564992,-84.7269856,FL,0.0027,2.275,0.487,Upper Great Lakes,"Perala and Alban, 1994",6.286075015,Populus,15.89,99.88573199,live,W
ACRU,1653,UMBS,27.1,L,OD,7/3/2018,,B01W,B,B01,45.5567965,-84.7271313,FL,0.0373,1.54,0.569,Michigan,"Crow and Erdman, 1983",6.004564852,Acer,19,114.0867322,live,W
ACRU,1571,UMBS,26.8,L,OD,7/3/2018,"1570-1574 share base, 1571 read outside plot at 18.16 m",B01W,B,B01,45.5567728,-84.7269602,FL,0.0373,1.54,0.569,Michigan,"Crow and Erdman, 1983",5.902505693,Acer,19,112.1476082,live,W
ACRU,1558,UMBS,26.5,L,OD,7/3/2018,1556-1560 share base,B01W,B,B01,45.5567725,-84.7269962,FL,0.0373,1.54,0.569,Michigan,"Crow and Erdman, 1983",5.801061607,Acer,19,110.2201705,live,W
QURU,1652,UMBS,26.3,L,OD,7/3/2018,,B01W,B,B01,45.5567859,-84.7271482,FL,0.048,1.455,0.426,Upper Great Lakes,"Perala and Alban, 1994",5.588263184,Quercus,14.2,79.35333722,live,W
ACRU,1611,UMBS,25.3,L,OS,7/3/2018,1610-1612 share base,B01W,B,B01,45.5565757,-84.7271156,FL,0.0373,1.54,0.569,Michigan,"Crow and Erdman, 1983",5.401500672,Acer,19,102.6285128,live,W
POGR,1625,UMBS,25.2,D,UN,7/3/2018,,B01W,B,B01,45.556579,-84.7271832,FL,0.0027,2.275,0.487,Upper Great Lakes,"Perala and Alban, 1994",4.164376571,Populus,15.89,66.17194371,live,W
ACRU,1612,UMBS,24.6,L,OS,7/3/2018,1610-1612 share base,B01W,B,B01,45.556579,-84.7271135,FL,0.0373,1.54,0.569,Michigan,"Crow and Erdman, 1983",5.173076451,Acer,19,98.28845257,live,W
ACRU,1560,UMBS,23.9,L,OD,7/3/2018,1556-1560 share base,B01W,B,B01,45.5567764,-84.7269903,FL,0.0373,1.54,0.569,Michigan,"Crow and Erdman, 1983",4.948135676,Acer,19,94.01457784,live,W
FAGR,1643,UMBS,23.6,L,OS,7/3/2018,in new plot 210,B01W,B,B01,45.5566823,-84.7272855,FL,0.0233,1.6303,0.341,New Brunswick,ker 1980a,4.03287127,Fagus,35,141.1504944,live,W
ACRU,1578,UMBS,23.2,L,OS,7/3/2018,,B01W,B,B01,45.5566574,-84.7269432,FL,0.0373,1.54,0.569,Michigan,"Crow and Erdman, 1983",4.72672492,Acer,19,89.80777349,live,W
ACRU,1623,UMBS,22.4,L,OS,7/3/2018,"1622-1624 share plot, 1623 in new plot 208",B01W,B,B01,45.5565429,-84.727247,FL,0.0373,1.54,0.569,Michigan,"Crow and Erdman, 1983",4.478068989,Acer,19,85.0833108,live,W
FAGR,1618,UMBS,21.4,L,OS,7/3/2018,"1617-1618 share base, 1618 in new plot 208",B01W,B,B01,45.5565033,-84.7271644,FL,0.0233,1.6303,0.341,New Brunswick,ker 1980a,3.438187014,Fagus,35,120.3365455,live,W
ACRU,1551,UMBS,21.3,L,OD,7/3/2018,1551-1552 share base,B01W,B,B01,45.5567178,-84.7270464,FL,0.0373,1.54,0.569,Michigan,"Crow and Erdman, 1983",4.143939642,Acer,19,78.73485319,live,W
FAGR,1639,UMBS,21.1,L,OS,7/3/2018,,B01W,B,B01,45.5566336,-84.7273132,FL,0.0233,1.6303,0.341,New Brunswick,ker 1980a,3.359956137,Fagus,35,117.5984648,live,W
ACRU,1562,UMBS,20.7,L,OD,7/3/2018,"1561-1563 share base, reading taken below DBH",B01W,B,B01,45.556776,-84.7270032,FL,0.0373,1.54,0.569,Michigan,"Crow and Erdman, 1983",3.965547569,Acer,19,75.3454038,live,W
ACRU,1602,UMBS,20.2,L,OD,7/3/2018,,B01W,B,B01,45.5564911,-84.7270807,FL,0.0373,1.54,0.569,Michigan,"Crow and Erdman, 1983",3.819002483,Acer,19,72.56104718,live,W
ACRU,1570,UMBS,20,L,OD,7/3/2018,"1570-1574 share base, 1570 in new plot 209",B01W,B,B01,45.5568085,-84.7269605,FL,0.0373,1.54,0.569,Michigan,"Crow and Erdman, 1983",3.760928051,Acer,19,71.45763296,live,W
ACRU,1557,UMBS,19.9,L,OD,7/3/2018,1556-1560 share base,B01W,B,B01,45.5567776,-84.7270005,FL,0.0373,1.54,0.569,Michigan,"Crow and Erdman, 1983",3.73200803,Acer,19,70.90815256,live,W
ACRU,1574,UMBS,19.4,L,OD,7/3/2018,"1570-1574 share base, 1574 in new plot 209",B01W,B,B01,45.5568093,-84.7269633,FL,0.0373,1.54,0.569,Michigan,"Crow and Erdman, 1983",3.588587135,Acer,19,68.18315557,live,W
ACRU,1645,UMBS,19.3,L,OD,7/3/2018,1645-1646 share base,B01W,B,B01,45.5567037,-84.727198,FL,0.0373,1.54,0.569,Michigan,"Crow and Erdman, 1983",3.560140091,Acer,19,67.64266172,live,W
ACRU,1621,UMBS,18.6,L,OS,7/3/2018,,B01W,B,B01,45.5565129,-84.7271097,FL,0.0373,1.54,0.569,Michigan,"Crow and Erdman, 1983",3.363247019,Acer,19,63.90169336,live,W
ACRU,1579,UMBS,18.4,L,OS,7/3/2018,,B01W,B,B01,45.5566575,-84.726945,FL,0.0373,1.54,0.569,Michigan,"Crow and Erdman, 1983",3.307716497,Acer,19,62.84661344,live,W
ACRU,1636,UMBS,18.2,L,OS,7/3/2018,,B01W,B,B01,45.5566743,-84.7272243,FL,0.0373,1.54,0.569,Michigan,"Crow and Erdman, 1983",3.252510965,Acer,19,61.79770833,live,W
QURU,1583,UMBS,18,L,OS,7/3/2018,,B01W,B,B01,45.5566003,-84.7269951,FL,0.048,1.455,0.426,Upper Great Lakes,"Perala and Alban, 1994",3.21856832,Quercus,14.2,45.70367015,live,W
ACRU,1549,UMBS,17.2,L,OS,7/3/2018,,B01W,B,B01,45.5567035,-84.7270664,FL,0.0373,1.54,0.569,Michigan,"Crow and Erdman, 1983",2.981416427,Acer,19,56.64691212,live,W
ACRU,1563,UMBS,17.1,L,OD,7/3/2018,"1561-1563 share base, reading taken above DBH",B01W,B,B01,45.5567739,-84.7270078,FL,0.0373,1.54,0.569,Michigan,"Crow and Erdman, 1983",2.954764291,Acer,19,56.14052153,live,W
FAGR,1617,UMBS,17.1,L,OS,7/3/2018,"1617-1618 share base, 1617 in new plot 208",B01W,B,B01,45.5565042,-84.7271672,FL,0.0233,1.6303,0.341,New Brunswick,ker 1980a,2.385115857,Fagus,35,83.47905501,live,W
